ID,common_name
C4OFI2,White-browed Robin-Chat
PFU5N9,White-browed Robin-Chat
XQ27DS,White-browed Robin-Chat
6UZFA2,White-browed Robin-Chat
G5I7UQ,White-browed Robin-Chat
19TERJ,White-browed Robin-Chat
9S9OW6,White-browed Robin-Chat
QKFXYH,Chorister Robin-Chat
70ZL0Z,Chorister Robin-Chat
E7TGCS,Chorister Robin-Chat
WNZ0P7,Chorister Robin-Chat
Y0TNP2,Chorister Robin-Chat
UFISSH,Chorister Robin-Chat
MYMGDJ,Chorister Robin-Chat
FQ40KK,Chorister Robin-Chat
FG14R2,Chorister Robin-Chat
WDKN3Q,Chorister Robin-Chat
PAAJRR,Chorister Robin-Chat
LUGC29,Chorister Robin-Chat
P159JI,Chorister Robin-Chat
8E9UX0,Chorister Robin-Chat
PBAJ7I,Chorister Robin-Chat
RTRFH3,Chorister Robin-Chat
HWU87A,Chorister Robin-Chat
YM6K5W,Chorister Robin-Chat
1MDDCC,Chorister Robin-Chat
PC7KOU,Chorister Robin-Chat
YJE3B1,Chorister Robin-Chat
MVP607,Chorister Robin-Chat
2EPIP6,Chorister Robin-Chat
FZOCUG,Chorister Robin-Chat
788O8O,Chorister Robin-Chat
V1P8DM,Chorister Robin-Chat
ZU67XG,Chorister Robin-Chat
O2PY5C,Chorister Robin-Chat
4IA9LA,Chorister Robin-Chat
FELU27,Chorister Robin-Chat
7338KU,Chorister Robin-Chat
3ZCVS2,Chorister Robin-Chat
TRXLE7,Southern Double-collared Sunbird
XMYW63,Southern Double-collared Sunbird
MYMVRS,Southern Double-collared Sunbird
XX36M5,Southern Double-collared Sunbird
0RO00B,Southern Double-collared Sunbird
5QP8O1,Southern Double-collared Sunbird
3Q2NSE,Southern Double-collared Sunbird
MYVPFR,Southern Double-collared Sunbird
ZV0CFI,Southern Double-collared Sunbird
48KSKK,Southern Double-collared Sunbird
G09YRE,Southern Double-collared Sunbird
2QU6PE,Southern Double-collared Sunbird
77KIL4,Southern Double-collared Sunbird
O60N7B,Southern Double-collared Sunbird
P6C3IJ,Southern Double-collared Sunbird
B121SG,Southern Double-collared Sunbird
7DSTY1,Southern Double-collared Sunbird
G6GU26,Southern Double-collared Sunbird
M7TZQU,Southern Double-collared Sunbird
ZVDQO4,Southern Double-collared Sunbird
E3HI2T,Southern Double-collared Sunbird
IFFBH8,Southern Double-collared Sunbird
05XKMD,Southern Double-collared Sunbird
SYYP16,Southern Double-collared Sunbird
N6GNT9,Southern Double-collared Sunbird
7GRLSS,Southern Double-collared Sunbird
5VSE3Y,Southern Double-collared Sunbird
USI5TW,Southern Double-collared Sunbird
V30RX3,Southern Double-collared Sunbird
HHJER7,Southern Double-collared Sunbird
TYCWFD,Southern Double-collared Sunbird
3BW5M5,Southern Double-collared Sunbird
KVRW7I,Southern Double-collared Sunbird
0LR0ZJ,Southern Double-collared Sunbird
FNLJHA,Southern Double-collared Sunbird
H4HV0A,Southern Double-collared Sunbird
OW0LVI,Southern Double-collared Sunbird
J29VUY,Southern Double-collared Sunbird
WWSOUU,Southern Double-collared Sunbird
2I6CGP,Southern Double-collared Sunbird
JROPKR,Southern Double-collared Sunbird
RPCBK3,Southern Double-collared Sunbird
A9T9BZ,Southern Double-collared Sunbird
YTSMM4,Southern Double-collared Sunbird
DU38ZC,Southern Double-collared Sunbird
JD7VEB,Southern Double-collared Sunbird
95OCZA,White-bellied Sunbird
DVCT97,White-bellied Sunbird
EQIDHE,White-bellied Sunbird
RHUA16,White-bellied Sunbird
MVA8EC,White-bellied Sunbird
Q1T5Y9,White-bellied Sunbird
9LE8H7,White-bellied Sunbird
UR13AQ,White-bellied Sunbird
TBY2HL,White-bellied Sunbird
KZ3M9P,White-bellied Sunbird
IRHW8D,White-bellied Sunbird
BJONII,White-bellied Sunbird
48GXM2,White-bellied Sunbird
1CNR4W,White-bellied Sunbird
MPUR17,White-bellied Sunbird
PTOA27,White-bellied Sunbird
L6BSXS,White-bellied Sunbird
44GSEQ,White-bellied Sunbird
DYM28T,White-bellied Sunbird
2U3II0,White-bellied Sunbird
663212,White-bellied Sunbird
YQ6QLY,White-bellied Sunbird
MXQJ5S,White-bellied Sunbird
OU7ECP,White-bellied Sunbird
127GNR,White-bellied Sunbird
707WSA,White-bellied Sunbird
PPFKVX,White-bellied Sunbird
O1MXLY,White-bellied Sunbird
22TVUU,White-bellied Sunbird
QIFEQB,White-bellied Sunbird
JGGCGZ,White-bellied Sunbird
UTRKUG,White-bellied Sunbird
HG3ACC,White-bellied Sunbird
7KX4A9,White-bellied Sunbird
ZKZX94,White-bellied Sunbird
MLY1S0,White-bellied Sunbird
L716AT,African Pipit
GGXBQW,African Pipit
IIGUEV,African Pipit
TBO6IN,African Pipit
36Y5SR,African Pipit
0REPAX,African Pipit
R89HZR,African Pipit
ANXDI5,African Pipit
3ZU3XE,African Pipit
KN6N64,African Pipit
J90QMK,African Pipit
C81MN1,African Pipit
HIXNMG,African Pipit
G4A2JM,African Pipit
I4S80U,African Pipit
C9FJWS,African Pipit
C2176Y,African Pipit
BQM6SI,African Pipit
593X8Y,African Pipit
6FSPMG,African Pipit
XC7M1A,African Pipit
2POMSB,African Pipit
0TK0GY,African Pipit
7TP77S,African Pipit
LZRHFD,African Pipit
6XIW3Q,African Pipit
7VZXBZ,African Pipit
K4JVKC,African Pipit
R5O2OD,African Pipit
EHCJW3,African Pipit
XN28S7,African Pipit
1UU889,African Pipit
QH918P,African Pipit
UZRLL5,African Pipit
U18TE5,African Rock Pipit
1ZITP8,African Rock Pipit
UQHAKC,African Rock Pipit
2JIOUJ,African Rock Pipit
F7K6IJ,African Rock Pipit
ZGU3TG,African Rock Pipit
VU7VKU,African Rock Pipit
OZO8P1,African Rock Pipit
NJ34UG,African Rock Pipit
ZJBT68,African Rock Pipit
LKC31T,African Rock Pipit
KKBORK,African Rock Pipit
8FHZAX,African Rock Pipit
87AEY3,African Rock Pipit
PPTHS9,African Rock Pipit
G39TKH,African Rock Pipit
BVGY0C,African Rock Pipit
OXR50L,African Rock Pipit
HHO61F,African Rock Pipit
Q0583O,African Rock Pipit
9GDXYS,African Rock Pipit
REGPD5,African Rock Pipit
LVNRXD,African Rock Pipit
QFXVAH,African Rock Pipit
8T0J5T,African Rock Pipit
8I66OO,African Rock Pipit
FY2DQB,African Rock Pipit
XIX5EM,African Rock Pipit
IN1VXG,African Rock Pipit
3DTLNF,African Rock Pipit
2G8ZBQ,African Rock Pipit
9Z7Y6A,African Rock Pipit
UJ358Q,African Rock Pipit
U6G8JB,African Rock Pipit
C6A7LX,African Rock Pipit
G7L2RI,African Rock Pipit
D72QGN,African Rock Pipit
ZPQWIH,African Rock Pipit
4FOLNQ,African Rock Pipit
WQHRDN,African Rock Pipit
US784G,African Rock Pipit
1KK408,African Rock Pipit
L9OZP2,African Rock Pipit
4LEPR7,African Rock Pipit
5CR2D9,African Rock Pipit
GNG47P,African Rock Pipit
P6ZLRA,African Rock Pipit
558I2R,African Rock Pipit
833LKQ,African Rock Pipit
ZCOC3N,African Rock Pipit
64WTIR,African Rock Pipit
4RK9X7,African Rock Pipit
1KZ4R5,African Rock Pipit
3SHVFW,African Rock Pipit
85KNV6,African Rock Pipit
M4BA4O,African Rock Pipit
GLAO6Q,African Rock Pipit
BYD1E3,African Rock Pipit
F0JRWW,African Rock Pipit
HDHFZL,African Rock Pipit
XTE4E1,African Rock Pipit
U2BS2M,Cape Bunting
8T5LLP,Cape Bunting
II6QBK,Cape Bunting
8PL57R,Cape Bunting
KGFJHG,Cape Bunting
5H8LC2,Cape Bunting
N5DY7J,Cape Bunting
VGW5FF,Cape Bunting
I10JJ2,Cape Bunting
MFZPFM,Cape Bunting
FWOPF9,Cape Bunting
D37M4C,Cape Bunting
6LJ8AU,Cape Bunting
WSJPYZ,Cape Bunting
3TRV3U,Cape Bunting
6EA6GI,Cape Bunting
F64JK0,Cape Bunting
576SAI,Cape Bunting
BLPAZ3,Cape Bunting
8BARZH,Cape Bunting
6E8F5S,Cape Bunting
1YOQML,Cape Bunting
HPBERF,Cape Bunting
E7HX6S,Cape Bunting
8EBN0S,Cape Bunting
1HKAJI,Cape Bunting
0NBCLO,Cape Bunting
74EQ14,Cape Bunting
XFPUW9,Cape Bunting
6TM36Z,Cape Bunting
UIU42T,Cape Bunting
